original	gold_id	pred_id
タレの中に、どん粉と	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
その後昆布だし	現在（状態、性質、考えなど）	過去
昆布だしいれるわけ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
鰹だし後はウスターソース	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
おソースいれるんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもウスターソース入れたらなんか色が変わりそうだけどね、えそうだったっけ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
昆布昆布だしあの液状のあるでしょうん、でねあとはかつおだしそれとおソースウスターソース	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ちょっとでも茶色いでしょ薄茶色くないですか入ってたのかな	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
こんぶだし液状じゃなくてパウダーでもいいの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
かつおだし	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それだけあと粉と粉の量はちょっともうちっちゃいのは分からない大きいので	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
最近行かないわ	過去-現在（習慣など）	現在（状態、性質、考えなど）
でもさみんなが言うのもんじゃはね一つだって最低700円ぐらいでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あんなうどん粉とキャベツでもってみんな高いって言うのよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもんじゃやっててねつぶれた人ないって蔵が立ってるって	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
今そうでもない昔は	過去	現在（状態、性質、考えなど）
ほらあの食べるのも割とねお好み焼きよりは軽いもんね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
必ず一人一品、二品くらい作るじゃないグループで結構ねそしたら	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうそしたら結構ね、そいで安いのだったら700円で二つで１４００円でもっと高くなるじゃない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
飲み物やったらもう他の所レストラン行った方が良い良くなっちゃうね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
中にはね結構ね1000円以上しますからね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なんかトッピングによってね1000円以上しますもんね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
もち明太なんて高いじゃん、からしもち明太、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私もあれが好きなんだけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
一番高いんじゃないのあれ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
もち明太チーズねでも一番美味しいみたい	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私好きよもち明太チーズ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
からしにもち明太チーズ明太あれが美味しい	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
キャベツを一生懸命切ったりね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でももう今私何か食べに行っても自分でやらないで焼いてもらっちゃう	現在（状態、性質、考えなど）	過去-現在（習慣など）
あ、そう焼いて貰っちゃった方がいいお店の人に	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
小さい子供かなんか連れてきたらね親戚とか連れてってやらせるの面白いかもしれないけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
もう今じゃ何軒あるでしょそこは	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私はもうすごい何十件あるかしら	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
今って外人さん多くない？行ってるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
多いでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あの外人さんよりもやっぱり	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あのさ昼間若い人多いでしょ学生さん結構	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
若い人が多いかもね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
今ここんとこね修学旅行生	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あの一時東北の地震があった時	過去	過去
本当にねあのキャンセルが多くて私の友達にところもねキャンセルが多くて	過去	現在（状態、性質、考えなど）
でもあそこ今そこもんじゃのとこ今工事でフェンスしちゃってるじゃないあそこはどこいっちゃってるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あそはみんな西中住宅の下に入ったり	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもまたできればまたあそこへ入るけどねちょっと雰囲気が違っちゃうよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうそうそうやっぱり下町だからいいんですよねだから今本当に	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
最近行ってないからわかんない	現在（状態、性質、考えなど）	過去-現在（習慣など）
綺麗になっちゃったらつまんないってもう下町がいいのよ下町田が	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
文京区だって下町ですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
文京区って言っても広いもんね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なんかあの辺にいるとあの辺で事が足りちゃうからあんまり出て行かないから分からなくなっちゃうねなんかね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
銀座だって歩いていけるじゃないですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
歩こうと思えばね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもこの歳であそこまではせいぜい急いで	現在（状態、性質、考えなど）	過去
私は歩くわよ	過去-現在（習慣など）	過去-現在（習慣など）
家から家から25分ぐらいかなだから歩いていつもなんか行っちゃうわ	現在（状態、性質、考えなど）	過去-現在（習慣など）
せいぜい築地まではバスあれすんのめんどくさいと思えば歩いて行くけど	過去-現在（習慣など）	現在（状態、性質、考えなど）
聖路加行った時は聖路加から銀座まで三越ぐらいまではね	過去-現在（習慣など）	過去
歩いて行く	過去-現在（習慣など）	過去-現在（習慣など）
銀座の方に歩くのは	過去-現在（習慣など）	現在（状態、性質、考えなど）
銀座の方に歩くのはたまにあるけど	過去-現在（習慣など）	現在（状態、性質、考えなど）
東京駅ぐらいからまっすぐ行けば銀座じゃない、ねそれぐらいはあるけど	過去-現在（習慣など）	現在（状態、性質、考えなど）
体にいいんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
電車で行った必ず帰りは歩いて帰ってくる	過去-現在（習慣など）	過去-現在（習慣など）
だってそうじゃないと太ってんだからこれ以上太ったらどうにもならないですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
皆さん良いですよねもうこればっかり出てきちゃってね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私も仕事辞めたらね太っちゃった	過去	過去
だからこうやってがぶっときてね	過去	過去
草加いったらさ、やっぱり同じあのあれ、児童館、他の児童館だけど小倉さん今度の月曜日さ、桜川	過去	現在（状態、性質、考えなど）
体操ね行こうよって言うのあそこも	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私はね勝どきには申し込んであるけどさー申し込んでないでも平気みたいよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あの人数募集人数が何人っていうのには入れないけど、その月曜日の体操は10時からのは自由なんだって、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
うんそうそうそれで、椅子に座っての体操何だって	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あのぐらいだねそれ行こうよって誘われてそんだったらいいねってして	現在（状態、性質、考えなど）	過去
申し込んだの桜川に	過去	過去
月曜日やってるの桜川で	現在（状態、性質、考えなど）	過去-現在（習慣など）
桜川ね麻雀しか行ってないの	過去-現在（習慣など）	現在（状態、性質、考えなど）
麻雀やる人	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
また良いって言うわよね、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でも昔しかやってない麻雀家族麻雀	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
顔見たらその方もね麻雀やるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
麻雀は好きだからやってるんだ	過去-現在（習慣など）	現在（状態、性質、考えなど）
家族麻雀ね昔子供の頃から	過去	過去
で毎週行ってるわけですか	過去-現在（習慣など）	過去-現在（習慣など）
母親父親たちと一緒に	過去-現在（習慣など）	現在（状態、性質、考えなど）
日曜日は何かなければね何か行ってるけど	過去-現在（習慣など）	過去-現在（習慣など）
だからやっぱり今までは敬老館	過去-現在（習慣など）	現在（状態、性質、考えなど）
桜川敬老館っていうんでしょあそこ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもあそこ建て替えるのよ	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
12月頃から壊しちゃってこの公園のとこにそう	未来（予定、予測、願望、仮定など）	過去
やっぱりねそういうのに参加した方がいいなんつってねそれで申し込んだんだけど約一年行ってない	過去-現在（習慣など）	現在（状態、性質、考えなど）
私行ってますようん体操週間に一回	過去-現在（習慣など）	過去
なんでこっちではこう知らないんだけど向こうでなんか顔覚えてて声かけてくれるわけねあなた誰だっけなんて	過去-現在（習慣など）	現在（状態、性質、考えなど）
私ねもう自分では運動やっぱり歩くのもできないのでもうジムに入っちゃってるの	過去-現在（習慣など）	現在（状態、性質、考えなど）
ジム歩いてるわけあれで	過去-現在（習慣など）	現在（状態、性質、考えなど）
私も行ってたけどそれとプールかなんか行ったりして	過去-現在（習慣など）	過去
後楽園のそうそうそうそうたまにマシンで	過去-現在（習慣など）	現在（状態、性質、考えなど）
ラボードって言うんだけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あとこうステップとかエアロビとか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
エアロビ面白いな私も結構やってたけどエアロビ面白かった	過去	過去
週2週に何回ぐらいいらっしゃるの	過去-現在（習慣など）	過去-現在（習慣など）
いやでもね今ねなんか仕事仕事しちゃうとなんかもう疲れちゃって	過去-現在（習慣など）	現在（状態、性質、考えなど）
もうやらないで真っ直ぐ帰っちゃうけど週に1、2回	過去-現在（習慣など）	現在（状態、性質、考えなど）
いいですねやっぱりシルバーのお仕事ですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
1回ぐらいね	現在（状態、性質、考えなど）	過去
あそうですあと	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あと派遣にも	過去	現在（状態、性質、考えなど）
派遣にも入ってたんですけど	過去	過去
年齢とともにだんだん来なくなる	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だからしたらシルバー	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だって人材センターに持ち込んで初めてよこの仕事やったの	過去	過去
私もそうなんです新人なのシルバーさん新人なのだからそうね	過去	現在（状態、性質、考えなど）
ねえだから私も新人なんですよろしくお願いいたします、新人です、初めて始めて何をどうすればいいの私と思ってはじめて	過去	現在（状態、性質、考えなど）
中央区はわかんないけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
文京区は色々仕事くれるわようん	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
中央区たくさんあるけどね自分でこれはできませんあれはできませんって言っちゃってるから	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
断っちゃダメ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だって最後とかお掃除だとかなんで管理管理業務とかそれだといくらでもありますよって言うけどちょっとさあそれはいや	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
もうそれであと子供の世話とかってダメなのよ私	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
子供の世話くらいならいいんだけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもお子さんの世話って責任重くないですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
重くないですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あと留守にお料理作るとかねとてもじゃないけど駄目なのよ私	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あだっこなんかしないけどね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
お買い物とかなんか行くのやっぱしお金の関係は嫌じゃないですか、なくなったとかないとかってなるんが言われるとそういうの嫌なんですけどでもやっぱり	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
味があるからそうそうそうそうそう	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
自分だったら失敗してもいいやいいやこれでと思っちゃうけどねそうもいかないしね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あとお掃除とか草むしりとか何か色々あるみたいなのでも	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だけどやっぱりやり手がないから	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
皆さんママがねお勤めされてるからねやっぱり必要とされてるのよね本当に	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもやってみれば結構ね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
名前だけ聞くとなんか嫌だと思っちゃうけど自分の想像だけでね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
やればいけば面白いかもしれないね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
やってる人もなんかボランティアでやったり、ちょっとね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私も他の児童館行っててどうしてもシルバーの人もね小倉さんちょっとね一週間に一回だけねあのリバーシティのお掃除	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
今までシルバーの方が長年やってたんだけど具合が悪くなっちゃってくる人もいないので	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
どんなことなんですかお掃除って	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
掃除トイレの掃除お風呂の掃除洗面所でしょ台所それからお部屋	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ご家庭の	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
やっぱり犬ふぁいたりするとねやばいねそれで女の人は洗面のところはいっぱい	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
化粧品とかいっぱいあるでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そこを掃除するとの大変なの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だって自分の家の風呂場もねめんどくさくて嫌っていうのにとんでもないわね、あーもうやだと思うけどなんとかやるけどね人ん家もなんてね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それでもってギャラでもすごいたくさんくれるそんな考えるけどさそうじゃないからね嫌だ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
大したことでやっぱり1時間に時間でしょう	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
2時間ぐらいね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そしたらなんかね朝早く電話買ってきてね体の悪い方でなんか聖路加で	過去	過去
手術失敗して、なんか時々入院するんですって、	過去-現在（習慣など）	過去
小倉さん実はこういう理由でこうですからちょっと来て下さい朝早く電話かかってきて、	過去	過去
それでい行って	過去	過去
それでその犬がいるから犬を銀座のその預かるところあそこへねタクシーで私を乗せて奥さんも乗せてそれで犬を乗せて銀座のその犬猫の動物病院へ連れて	過去	過去
預かってくれて	過去	過去
そして私を聖路加病院においてくださいっていうの、	過去	過去
そうそう、で荷物の方はあのセンチュリーだから管理	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
組合が良くなってるから荷物は全部その組合の人が全部聖路加の方に持ってきてくれるって	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
おいくつぐらいの方なんですかその方は	過去	現在（状態、性質、考えなど）
私よりちょっと上かなあ	過去	現在（状態、性質、考えなど）
ご主人もなくなったばっかしでね	過去	過去
なんでもでもその仕事は何が起こるかわかりませんのでねいつも同じ仕事ってわけにいかないのね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
児童館行ってるから急に言われても私もだからね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
時間の調節かなり困っちゃうんだ急にね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
一か月でねシルバの方にもちょっと私ね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
朝早く言われても	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
児童館仕事なんかいいのになあと思ってみんなに言うなよなやるんだった児童館のお仕事良いわよって	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
今日もあの掃除の人がね時々小倉さん遊びに行っていいって来るんですよ、	現在（状態、性質、考えなど）	過去-現在（習慣など）
で今日たまたま電話で来週の月曜日小倉さん遊びって言ってからいい	現在（状態、性質、考えなど）	過去
入った人がもうすぐ辞めちゃったりする人が	過去	現在（状態、性質、考えなど）
リーダーさんとサブリーダー二人とも一緒に辞めちゃったって	過去	過去
何年ぐらいもうシルバーに入ってらっしゃるんですか	過去	過去-現在（習慣など）
私入って6年	過去-現在（習慣など）	現在（状態、性質、考えなど）
私3年ぐらいまだ	現在（状態、性質、考えなど）	過去
みんな文句は言わないでしょ言わなかったんでしょこれが嫌あれが嫌とか	過去	過去
断りましたよ児童館の仕事	過去	過去
だからあれつけててね、そん時なんか痒くなってきちゃってずっとつけてたらここが痒くなって荒れちゃうじゃんじゃないかしらと思ったんだけど	過去	過去
で寝るときすごいゆるくしたりねなんかしてなりませんでした	過去	過去
それはならなかったですけどやっぱし汗かくしね今	現在（状態、性質、考えなど）	過去
外したい気分になったけど外しちゃいけないって言うからずっと	過去	過去
外しちゃいけないんだよねほんと外しちゃいけない	過去-現在（習慣など）	現在（状態、性質、考えなど）
でも外してもいいっておっしゃってたじゃないお風呂の時とか	過去	過去
お風呂の時は何かねお風呂の時とかね	過去-現在（習慣など）	過去-現在（習慣など）
うんでもなるべくつけてよかと思って私なら	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
何かガーゼみたいなこうほら巻いて上にしたね	現在（状態、性質、考えなど）	過去
何かありますよねこううん	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そしたらね何これあんたちょっとこれ洋服に似合わないんじゃないのとか言われちゃって	過去	過去
なんか今それファッションで流行ってんのよっつったらさ	過去	現在（状態、性質、考えなど）
大きいしさ	過去	現在（状態、性質、考えなど）
そうなるべく黒っぽいよく来てさ合わせるようにしてんだけどね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれこれどのぐらい二週間あともう一週間やって2でずっと休んでてでも後のまた2週間	現在（状態、性質、考えなど）	過去-現在（習慣など）
末頃ね2週間ね	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
二週間あと一週間でやんなくて、あと9月の末9月の末っておっしゃってたよ	過去	過去
何か深呼吸ができる感じがする皮膚呼吸がなんかなんかなんかねなんか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
やなのよいつも	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
取ると？	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ずっと息苦しいの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
帰ると時計なんか外す癖があるからだかこれもそうそうそう外したくなっちゃうな	過去-現在（習慣など）	現在（状態、性質、考えなど）
私いまほら携帯があるからあんまりやんないのね	過去-現在（習慣など）	現在（状態、性質、考えなど）
児童館なんかもうこれ洗い物とか色々あるからほとんどやらないで	過去-現在（習慣など）	現在（状態、性質、考えなど）
児童館に時計があるから	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でも家に帰るとすぐ外す、	過去-現在（習慣など）	現在（状態、性質、考えなど）
外したくてしょうがないんだけどさまあなるべくつけてよと思って	過去-現在（習慣など）	過去
でその癖がついてるから外そうとしてああだめいけないんだって感じ	過去-現在（習慣など）	現在（状態、性質、考えなど）
ほんとちょっと重いしね	過去-現在（習慣など）	現在（状態、性質、考えなど）
でも普段してる時計時間見るの便利	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でも時間見るのはね便利でした今まで携帯みたいにして	過去-現在（習慣など）	現在（状態、性質、考えなど）
でも今日ホッとした時計をちょっと外して	最近（1か月以内）	現在（状態、性質、考えなど）
あれは何を測ってるって言ってました？	最近（1か月以内）	過去
何を測ってるのあれ中	過去-現在（習慣など）	現在（状態、性質、考えなど）
分かんないんだけど	過去-現在（習慣など）	現在（状態、性質、考えなど）
脈拍じゃないし	過去-現在（習慣など）	現在（状態、性質、考えなど）
でもあれじゃないみんなだって今日さあみんなまとめて誰のが誰って集めないからみんなあれなんじゃないのか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
番号どこについてるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
いやついてなくて何番ってわかってんの	現在（状態、性質、考えなど）	過去
最初に何番つって渡されたじゃない	現在（状態、性質、考えなど）	過去
でもあれでしょカルテじゃないけどあって個人的に何か書き込むんでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
最後にお医者様のなんかほら面談があるとか書いてあるからそれ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なんかこれやってて脳梗塞になっちゃったなんて	過去	過去
あの時のあれで私前に1回脳のめまいがして脳の MRI 撮った時にあの	過去	過去
前のが脳梗塞あるって言われたの	過去	過去
自然にねそれで今月じゃない去年の暮れに	過去	過去
一度やったの	過去	過去
あの私車止め家の前が駐車場なんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そこんとこにオロナミンの自販機オロナミンが入ってるんで	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
つまずいたの	現在（状態、性質、考えなど）	過去
石川島ね	過去	現在（状態、性質、考えなど）
夜買いに行って、	過去	過去
そいで今度は自分の家の２階電気ついてるから２階が気になって車止めもうすっかり頭にないのね、	過去	現在（状態、性質、考えなど）
そいでつまずいてやっちゃったのねすごい怪我ね、	過去	過去
そいでだけど頭打ってるから脳の検査した方が良いよって友達に言われて、	過去	過去
そいで脳の検査えーとね、石川島でねやったんですよ、	過去	過去
そしたら小倉さん脳梗塞のあれもないし何て言うから	過去	過去
俺前には脳梗塞隠れ脳梗塞あるって言われたんだけどつったらね	過去	過去
脳梗塞がないってのはまだそんなに痴呆症入ってないんだなって自分でさ思った	過去	過去
腸不調は脳梗塞なの？	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
関連があるわけ？	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
うんそうね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
頭ぶつけたから	過去	過去
脳梗塞関係なくて	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
やっぱり心配だから脳の CT と MRI 撮ったんですよ	過去	過去
私はさ嘘嘘ついて	過去	過去
石川島に頭くらくらて痛いんですけどって言って	過去	過去
そしたら水曜だかなんか忘れちゃったけど	過去	過去
先生ＭＲＩとりましょうとか言って	過去	過去
何でもないよって言われた	過去	過去
私ね去年の健康診断に CT MRI ほどじゃなく CT 入れた脳の	過去	過去
どうでした	過去	過去
高いでしょでも？	過去	現在（状態、性質、考えなど）
1万円ぐらいしない？	過去	現在（状態、性質、考えなど）
1万円したかな1万ぐらいするかな1万円くらいするかも	過去	現在（状態、性質、考えなど）
私聖路加病院で一回行ってもらったのよ、	過去	過去
そしたらすごいねやっぱし1万円	過去	現在（状態、性質、考えなど）
だからそのくらい忘れちゃったそのへん	過去	過去
MRI は高いのよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
何やったか1万円だかなんだかもうちょっと取られた15000円だか	過去	過去
じゃあ MRI じゃない	過去	現在（状態、性質、考えなど）
なんだかよく分からないんだけど取られた	過去	過去
だから何でもなくて脳の検査をしてくださいって言うと高いの	過去	現在（状態、性質、考えなど）
先生に頭が痛いとか気持ちがふらふらするっていう場合はちゃんとに保険がきくんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だからそうやって行くわけ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
その方がいいんだよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だけどね私の所のねクリニックはねオプションでいろいろついてんのうん	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だから毎年私後だから腫瘍マーカー	過去-現在（習慣など）	過去-現在（習慣など）
区によって違うのじゃあ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
文京区のではなくて	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
文京区のクリニックね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
クリニックによって違う	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
いっぱいあるじゃない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
中央区ないね脳の方	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
健康診断にオプションでクリニックでねそれはも自己負担になるからね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そこから選ぶの自分で好きなところ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
選べるの病院を	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ないの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
選ぶ病院は選べるね中央区の病院は	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
内容のそういう？	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
その病院によって違うあることろとないところと	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でも中央区でなんかそんなのさ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもそれはあの自己負担になるわよねオプションはねねそうそう	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
もちろんオプションは自己負担よ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
MR なんかそういったさ脳の方は入ってないよ中央区はね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だからほら頼まないといけないねのお金払わないといけないんだよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうよオプションよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だから自分でお金払うの好きなの頼むのよ腫瘍マーカーとか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だけどそんなに検査するの嫌じゃないだから腫瘍マーカーね、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
脳を？大丈夫だったの？	過去	過去
でもその時に言われるの？	過去	現在（状態、性質、考えなど）
私もあのご一緒だねあの小倉さんとご一緒、２，３個	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
隠れ脳梗塞と言われるある全然そうそうそう	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
MRI かな	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
隠れ脳梗塞って全然ね私も	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
検査してね、	現在（状態、性質、考えなど）	過去
このくらい喋れば大丈夫よみんな大丈夫よ、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だって、隠れ脳梗塞って自分で気が付かなくてもなんかなってるって言ってるから、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもさーそんなこと毎日毎日心配してたらつまんないよ楽しまなくっちゃねえ、	現在（状態、性質、考えなど）	過去-現在（習慣など）
だってそんなのだって見てたっていつ発生するかかわかんないじゃない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
やっぱり心配よね梗塞はね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもお迎えもいつ来るかわからないからね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
七夕一生懸命書いてね、何枚もね、私なんかはねお父さん早く迎えに来てくださいってそれしかないからね、	現在（状態、性質、考えなど）	過去
だってさ、でも友達があんた迎え来るわけないじゃん、向こうでねお父さんとお母さんと旦那さんと三人で仲良くやってるのに嫁なんか迎えに来るわけないじゃんてそういう風に言われて	過去	過去
それもそうだなーって	過去	現在（状態、性質、考えなど）
この年になるとそんな話ばっかしてるからね、介護までは考えないけどね、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私もう写真もいらないし、面倒くさいしね、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私もあの撮る人が好きな人いるのよね、今簡単に撮れるから、もうね、そうそうだから私もいらないの撮らないでっていうんだけどね、	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
